country_name,region_name,harvest_period,growing_season_year,date_on,climate_risk_cnt_locations_heat_stress_risk_low,climate_risk_cnt_locations_heat_stress_risk_medium,climate_risk_cnt_locations_heat_stress_risk_high,climate_risk_cnt_locations_unseasonably_cold_risk_low,climate_risk_cnt_locations_unseasonably_cold_risk_medium,climate_risk_cnt_locations_unseasonably_cold_risk_high,climate_risk_cnt_locations_excess_precip_risk_low,climate_risk_cnt_locations_excess_precip_risk_medium,climate_risk_cnt_locations_excess_precip_risk_high,climate_risk_cnt_locations_drought_risk_low,climate_risk_cnt_locations_drought_risk_medium,climate_risk_cnt_locations_drought_risk_high,futures_close_ZC_1,futures_close_ZC_2,futures_close_ZW_1,futures_close_ZS_1,futures_zc1_ret_pct,futures_zc1_ret_log,futures_zc_term_spread,futures_zc_term_ratio,futures_zc1_ma_20,futures_zc1_ma_60,futures_zc1_ma_120,futures_zc1_vol_20,futures_zc1_vol_60,futures_zw_zc_spread,futures_zc_zw_ratio,futures_zs_zc_spread,futures_zc_zs_ratio,date_on_year,date_on_month,date_on_year_month,hemisphere,koppen,categorical_harvest_period
United States,Nebraska,Off-season,2018,2018-01-30,29,0,0,8,16,5,28,1,0,29,0,0,361.5,369.75,457.25,1000.25,0.0076655052264809,0.0076362745249882,8.25,1.0228215767634854,352.2875,346.7916666666667,347.8,0.0066599897615953,0.0083987105220473,95.75,0.7905959540732641,638.75,0.3614096475881029,2018,1,2018_01,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-01-31,29,0,0,15,14,0,28,1,0,29,0,0,361.5,369.5,451.75,995.75,0.0,0.0,8.0,1.0221300138312586,352.7,346.975,347.7104166666667,0.0065342984471961,0.0083643851754845,90.25,0.8002213613724405,634.25,0.3630429324629676,2018,1,2018_01,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-02-01,29,0,0,9,18,2,29,0,0,29,0,0,361.75,370.0,451.0,985.0,0.0006915629322268,0.0006913239127737,8.25,1.022805805114029,353.1375,347.2,347.74791666666664,0.0065205534365491,0.0083141978773204,89.25,0.8021064301552107,623.25,0.3672588832487309,2018,2,2018_02,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-02-02,29,0,0,9,18,2,29,0,0,29,0,0,361.5,369.5,446.75,978.75,-0.0006910850034553,-0.0006913239127737,8.0,1.0221300138312586,353.6625,347.425,347.75416666666666,0.0063353068543057,0.0083141229154792,85.25,0.8091773922775601,617.25,0.3693486590038314,2018,2,2018_02,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-02-03,29,0,0,16,13,0,29,0,0,29,0,0,,,,,,,,,,,,,,,,,,2018,2,2018_02,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-02-04,29,0,0,0,27,2,29,0,0,29,0,0,,,,,,,,,,,,,,,,,,2018,2,2018_02,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-02-05,29,0,0,2,27,0,29,0,0,29,0,0,358.75,366.5,440.25,969.75,-0.0076071922544951,-0.0076362745249882,7.75,1.021602787456446,354.0375,347.60833333333335,347.72083333333336,0.0066544176930686,0.0083808942894662,81.5,0.814877910278251,611.0,0.3699407063676205,2018,2,2018_02,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-02-06,29,0,0,1,22,6,29,0,0,29,0,0,363.5,371.25,446.25,986.25,0.0132404181184668,0.0131535298997427,7.75,1.021320495185695,354.85,347.8625,347.7895833333333,0.0065032231853506,0.0085390210966834,82.75,0.8145658263305322,622.75,0.3685678073510773,2018,2,2018_02,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-02-07,29,0,0,4,24,1,29,0,0,29,0,0,365.25,372.75,460.5,983.0,0.0048143053645117,0.004802753657235,7.5,1.0205338809034907,355.6625,348.2583333333333,347.8958333333333,0.0064984384055694,0.008133843530727,95.25,0.7931596091205212,617.75,0.3715666327568667,2018,2,2018_02,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-02-08,29,0,0,25,0,4,29,0,0,29,0,0,365.75,373.25,456.25,987.75,0.001368925393566,0.0013679892694247,7.5,1.020505809979494,356.5,348.62916666666666,348.0229166666667,0.0064801430367605,0.0081104636588656,90.5,0.8016438356164384,622.0,0.3702860035434067,2018,2,2018_02,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-02-09,29,0,0,2,25,2,29,0,0,29,0,0,362.0,369.75,449.0,983.0,-0.010252904989747,-0.0103058280744621,7.75,1.0214088397790055,357.1625,348.9583333333333,348.10625,0.007045160064469,0.0082198778482241,87.0,0.8062360801781737,621.0,0.3682604272634791,2018,2,2018_02,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-02-10,29,0,0,1,11,17,28,1,0,29,0,0,,,,,,,,,,,,,,,,,,2018,2,2018_02,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-02-11,29,0,0,0,23,6,28,1,0,29,0,0,,,,,,,,,,,,,,,,,,2018,2,2018_02,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-02-12,29,0,0,1,21,7,29,0,0,29,0,0,367.0,374.75,464.0,1001.75,0.0138121546961325,0.0137176362287991,7.75,1.021117166212534,358.2,349.45,348.25625,0.0071860144547282,0.0081491994276197,97.0,0.790948275862069,634.75,0.3663588719740454,2018,2,2018_02,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-02-13,29,0,0,26,3,0,29,0,0,29,0,0,366.75,374.25,460.75,1011.75,-0.0006811989100817,-0.0006814310314799,7.5,1.0204498977505112,359.125,349.925,348.4291666666667,0.0071968744079706,0.0081530347989091,94.0,0.7959848073792729,645.0,0.3624907338769458,2018,2,2018_02,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-02-14,29,0,0,29,0,0,29,0,0,29,0,0,367.25,374.75,455.75,1017.25,0.0013633265167007,0.0013623980308956,7.5,1.020422055820286,359.8375,350.4375,348.63958333333335,0.0067145355811725,0.0081075011849551,88.5,0.8058145913329676,650.0,0.3610223642172524,2018,2,2018_02,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-02-15,29,0,0,19,10,0,29,0,0,29,0,0,367.75,375.5,461.75,1024.25,0.0013614703880191,0.0013605444275608,7.75,1.0210740992522094,360.65,350.85,348.8541666666667,0.0065549177737418,0.0077624064329922,94.0,0.7964266377910124,656.5,0.3590432023431779,2018,2,2018_02,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-02-16,29,0,0,10,19,0,29,0,0,29,0,0,367.5,375.0,457.75,1021.5,-0.000679809653297,-0.000680040828656,7.5,1.020408163265306,361.4,351.225,349.09375,0.006586310484745,0.0077419295106362,90.25,0.8028399781540142,654.0,0.3597650513950073,2018,2,2018_02,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-02-17,29,0,0,29,0,0,29,0,0,29,0,0,,,,,,,,,,,,,,,,,,2018,2,2018_02,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-02-18,29,0,0,29,0,0,29,0,0,29,0,0,,,,,,,,,,,,,,,,,,2018,2,2018_02,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-02-19,29,0,0,9,16,4,29,0,0,29,0,0,,,,,,,,,,,,,,,,,,2018,2,2018_02,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-02-20,29,0,0,2,20,7,29,0,0,29,0,0,365.5,373.75,449.25,1026.5,-0.0054421768707483,-0.0054570394630575,8.25,1.0225718194254445,362.075,351.56666666666666,349.33958333333334,0.006758840959367,0.0077865812195819,83.75,0.8135781858653311,661.0,0.3560642961519727,2018,2,2018_02,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-02-21,29,0,0,1,17,11,29,0,0,29,0,0,365.75,374.0,447.25,1034.25,0.0006839945280436,0.0006837607103999,8.25,1.0225563909774436,362.8,351.90833333333336,349.60833333333335,0.0066994260208841,0.0077866066479176,81.5,0.8177752934600335,668.5,0.3536379018612521,2018,2,2018_02,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-02-22,29,0,0,22,7,0,29,0,0,29,0,0,366.75,374.75,451.25,1032.0,0.0027341079972658,0.002730377122857,8.0,1.021813224267212,363.3125,352.31666666666666,349.91875,0.0059795757661142,0.0076848831154864,84.5,0.8127423822714681,665.25,0.3553779069767442,2018,2,2018_02,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-02-23,29,0,0,5,22,2,29,0,0,29,0,0,366.25,374.5,452.25,1036.25,-0.0013633265167007,-0.0013642566918132,8.25,1.0225255972696246,363.8625,352.775,350.11875,0.0059051028843423,0.0075458022379641,86.0,0.8098396904367053,670.0,0.353437876960193,2018,2,2018_02,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-02-24,29,0,0,16,13,0,28,1,0,29,0,0,,,,,,,,,,,,,,,,,,2018,2,2018_02,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-02-25,29,0,0,27,2,0,28,1,0,29,0,0,,,,,,,,,,,,,,,,,,2018,2,2018_02,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-02-26,29,0,0,23,0,6,29,0,0,29,0,0,368.5,377.25,459.5,1034.25,0.0061433447098975,0.0061245512981136,8.75,1.0237449118046134,364.4625,353.3125,350.35625,0.0059800247319954,0.0074829486454142,91.0,0.8019586507072906,665.75,0.3562968334541939,2018,2,2018_02,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-02-27,29,0,0,29,0,0,29,0,0,28,1,0,370.5,379.25,463.25,1038.0,0.005427408412483,0.0054127331067501,8.75,1.02361673414305,365.05,353.8375,350.575,0.0059471199411898,0.007450032032148,92.75,0.7997841338370211,667.5,0.3569364161849711,2018,2,2018_02,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-02-28,29,0,0,29,0,0,29,0,0,28,0,1,374.5,382.0,484.5,1045.0,0.0107962213225372,0.0107383582211326,7.5,1.020026702269693,365.7,354.3833333333333,350.8041666666667,0.0061520308761347,0.0074982561927824,110.0,0.7729618163054696,670.5,0.3583732057416268,2018,2,2018_02,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-03-01,29,0,0,29,0,0,29,0,0,28,1,0,378.75,386.25,505.5,1057.5,0.0113484646194925,0.0112845538663046,7.5,1.0198019801980198,366.5625,354.95,351.1125,0.006492563601496,0.0075474075062938,126.75,0.7492581602373887,678.75,0.3581560283687943,2018,3,2018_03,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-03-02,29,0,0,29,0,0,29,0,0,26,2,1,377.25,385.25,492.0,1060.75,-0.0039603960396039,-0.00396825917562,8.0,1.0212060967528165,367.3375,355.57916666666665,351.3875,0.0066369561316305,0.0072562307549283,114.75,0.7667682926829268,683.5,0.355644591091209,2018,3,2018_03,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-03-03,29,0,0,25,0,4,29,0,0,29,0,0,,,,,,,,,,,,,,,,,,2018,3,2018_03,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-03-04,29,0,0,29,0,0,29,0,0,27,0,2,,,,,,,,,,,,,,,,,,2018,3,2018_03,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-03-05,29,0,0,29,0,0,28,1,0,27,2,0,378.25,387.25,502.25,1066.75,0.002650762094102,0.0026472550205065,9.0,1.0237937871777925,368.175,356.22083333333336,351.66041666666666,0.0066044255310059,0.0072557531220377,124.0,0.75311100049776,688.5,0.3545816733067729,2018,3,2018_03,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-03-06,29,0,0,29,0,0,29,0,0,29,0,0,379.75,388.25,502.0,1064.5,0.0039656311962987,0.0039577888074173,8.5,1.0223831468071098,369.225,356.8958333333333,351.9916666666667,0.006185534191197,0.0072479418769411,122.25,0.7564741035856574,684.75,0.3567402536402067,2018,3,2018_03,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-03-07,29,0,0,8,21,0,29,0,0,29,0,0,379.25,387.25,493.0,1055.0,-0.0013166556945358,-0.0013175232472404,8.0,1.021094264996704,370.0125,357.5708333333333,352.33125,0.0057410895604687,0.0072467275014698,113.75,0.7692697768762677,675.75,0.359478672985782,2018,3,2018_03,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-03-08,29,0,0,8,21,0,29,0,0,28,1,0,385.75,393.5,494.75,1053.75,0.017139090309822,0.0169938730146279,7.75,1.0200907323395982,371.0375,358.3333333333333,352.59375,0.0066352342591613,0.0075060901757626,109.0,0.7796867104598282,668.0,0.366073546856465,2018,3,2018_03,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-03-09,29,0,0,29,0,0,29,0,0,29,0,0,383.0,390.5,489.0,1029.25,-0.0071289695398574,-0.0071545020626242,7.5,1.0195822454308094,371.9,359.10833333333335,352.82916666666665,0.0069911972800132,0.0074279833456974,106.0,0.7832310838445807,646.25,0.3721156181685693,2018,3,2018_03,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-03-10,29,0,0,29,0,0,29,0,0,28,1,0,,,,,,,,,,,,,,,,,,2018,3,2018_03,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-03-11,29,0,0,26,1,2,29,0,0,28,1,0,,,,,,,,,,,,,,,,,,2018,3,2018_03,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-03-12,29,0,0,14,15,0,29,0,0,26,3,0,384.25,390.75,489.75,1033.25,0.0032637075718016,0.0032583932380596,6.5,1.0169160702667537,373.0125,359.9166666666667,353.1020833333333,0.006333148347645,0.0074064607304455,105.5,0.7845839714139867,649.0,0.3718848294217275,2018,3,2018_03,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-03-13,29,0,0,5,24,0,29,0,0,27,2,0,385.5,391.75,485.5,1040.5,0.003253090435914,0.0032478105846784,6.25,1.01621271076524,373.9375,360.7291666666667,353.4125,0.0058027986269992,0.0074069858641778,100.0,0.7940267765190525,655.0,0.3704949543488707,2018,3,2018_03,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-03-14,29,0,0,15,0,14,29,0,0,27,2,0,388.75,396.75,488.75,1032.25,0.0084306095979247,0.0083952704900598,8.0,1.0205787781350482,375.0375,361.4,353.73541666666665,0.0058986192851986,0.0061059493825309,100.0,0.7953964194373402,643.5,0.3766045047226931,2018,3,2018_03,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-03-15,29,0,0,29,0,0,29,0,0,27,2,0,386.75,394.5,478.75,1040.75,-0.005144694533762,-0.0051579740402685,7.75,1.020038784744667,376.0125,362.0541666666667,354.0395833333333,0.0061633657804862,0.0061426577961465,92.0,0.8078328981723237,654.0,0.3716070141724718,2018,3,2018_03,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-03-16,29,0,0,29,0,0,26,3,0,29,0,0,382.75,391.0,467.75,1049.5,-0.0103425985778926,-0.0103964549153818,8.25,1.021554539516656,376.7625,362.65,354.28333333333336,0.0068097127878465,0.0063270989541077,85.0,0.8182789951897381,666.75,0.3646974749880896,2018,3,2018_03,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-03-17,29,0,0,27,2,0,25,4,0,27,2,0,,,,,,,,,,,,,,,,,,2018,3,2018_03,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-03-18,29,0,0,29,0,0,23,6,0,28,1,0,,,,,,,,,,,,,,,,,,2018,3,2018_03,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-03-19,29,0,0,29,0,0,22,7,0,28,1,0,375.0,383.25,450.75,1022.5,-0.0202482037883736,-0.0204560085673826,8.25,1.022,377.1375,363.10833333333335,354.4604166666667,0.0084312155519212,0.0069303726584507,75.75,0.831946755407654,647.5,0.3667481662591687,2018,3,2018_03,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-03-20,29,0,0,27,2,0,23,6,0,27,2,0,374.5,382.5,453.0,1028.25,-0.0013333333333332,-0.0013342230131367,8.0,1.0213618157543392,377.5875,363.52916666666664,354.6458333333333,0.008314083627277,0.0069208543565031,78.5,0.826710816777042,653.75,0.3642110381716508,2018,3,2018_03,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-03-21,29,0,0,17,12,0,25,4,0,28,1,0,375.0,383.0,453.5,1029.75,0.0013351134846462,0.0013342230131367,8.0,1.0213333333333334,378.05,363.925,354.8208333333333,0.0083130257415605,0.0068952127819346,78.5,0.8269018743109151,654.75,0.3641660597232338,2018,3,2018_03,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-03-22,29,0,0,29,0,0,22,7,0,29,0,0,376.0,384.25,455.75,1029.75,0.0026666666666665,0.0026631174194839,8.25,1.021941489361702,378.5125,364.325,355.01666666666665,0.0083124195684598,0.006896887414821,79.75,0.8250137136588042,653.75,0.365137169215829,2018,3,2018_03,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-03-23,29,0,0,29,0,0,24,5,0,27,2,0,377.25,385.75,460.25,1028.25,0.0033244680851063,0.0033189542580638,8.5,1.0225314777998675,379.0625,364.73333333333335,355.2,0.0083000711349101,0.0069015632308754,83.0,0.8196632265073329,651.0,0.3668854850474106,2018,3,2018_03,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-03-24,29,0,0,29,0,0,21,8,0,28,1,0,,,,,,,,,,,,,,,,,,2018,3,2018_03,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-03-25,29,0,0,27,0,2,22,7,0,28,1,0,,,,,,,,,,,,,,,,,,2018,3,2018_03,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-03-26,29,0,0,29,0,0,25,4,0,27,2,0,374.0,382.5,454.25,1025.5,-0.0086149768058316,-0.0086523002334262,8.5,1.0227272727272727,379.3375,365.0708333333333,355.3875,0.0085199215798653,0.0070114164064266,80.25,0.8233351678591084,651.5,0.3647001462701121,2018,3,2018_03,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-03-27,29,0,0,29,0,0,26,3,0,20,8,1,374.0,382.5,449.0,1019.5,0.0,0.0,8.5,1.0227272727272727,379.5125,365.4375,355.59166666666664,0.0084501052123487,0.006969831480464,75.0,0.8329621380846325,645.5,0.3668464933791074,2018,3,2018_03,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-03-28,29,0,0,29,0,0,25,4,0,28,1,0,373.5,382.25,445.5,1018.0,-0.0013368983957219,-0.0013377928416602,8.75,1.0234270414993307,379.4625,365.81666666666666,355.8020833333333,0.0081006321749281,0.0069509747564874,72.0,0.8383838383838383,644.5,0.3668958742632613,2018,3,2018_03,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-03-29,29,0,0,29,0,0,27,2,0,23,4,2,387.75,396.25,451.0,1044.75,0.0381526104417671,0.0374427974837763,8.5,1.0219213410702772,379.9125,366.39166666666665,356.12083333333334,0.0115694425374017,0.0084099665700254,63.25,0.8597560975609756,657.0,0.3711414213926777,2018,3,2018_03,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-03-30,29,0,0,28,1,0,27,2,0,16,12,1,,,,,,,,,,,,,,,,,,2018,3,2018_03,N_2,Dfa,0
United States,Nebraska,Off-season,2018,2018-03-31,29,0,0,29,0,0,29,0,0,13,15,1,,,,,,,,,,,,,,,,,,2018,3,2018_03,N_2,Dfa,0
United States,Nebraska,Planting,2018,2018-04-01,29,0,0,18,9,2,29,0,0,18,11,0,,,,,,,,,,,,,,,,,,2018,4,2018_04,N_2,Dfa,1
United States,Nebraska,Planting,2018,2018-04-02,29,0,0,28,0,1,29,0,0,14,15,0,387.25,395.75,446.25,1035.5,-0.0012894906511927,-0.0012903227596705,8.5,1.0219496449322143,380.4125,366.9625,356.43125,0.0115215988062444,0.0084129940284232,59.0,0.8677871148459384,648.25,0.3739739256397875,2018,4,2018_04,N_2,Dfa,1
United States,Nebraska,Planting,2018,2018-04-03,29,0,0,20,5,4,29,0,0,25,3,1,388.5,397.25,457.5,1038.0,0.0032278889606196,0.0032226905107242,8.75,1.0225225225225223,380.925,367.5875,356.75625,0.0115256939319784,0.0083613747557535,69.0,0.8491803278688524,649.5,0.3742774566473988,2018,4,2018_04,N_2,Dfa,1
United States,Nebraska,Planting,2018,2018-04-04,29,0,0,29,0,0,29,0,0,24,5,0,381.0,389.75,455.75,1015.25,-0.0193050193050192,-0.0194937946810007,8.75,1.022965879265092,380.9875,368.0833333333333,357.0208333333333,0.0123948994265507,0.0087908784820484,74.75,0.8359846407021393,634.25,0.375277025363211,2018,4,2018_04,N_2,Dfa,1
United States,Nebraska,Planting,2018,2018-04-05,29,0,0,28,1,0,29,0,0,23,5,1,389.5,398.25,464.75,1031.25,0.0223097112860892,0.0220644901841016,8.75,1.0224646983311938,381.5,368.7875,357.3833333333333,0.0133296968125046,0.00903353305524,75.25,0.8380849919311458,641.75,0.3776969696969697,2018,4,2018_04,N_2,Dfa,1
United States,Nebraska,Planting,2018,2018-04-06,29,0,0,18,0,11,29,0,0,24,4,1,388.5,397.0,472.25,1033.75,-0.0025673940949936,-0.0025706955031008,8.5,1.021879021879022,381.6375,369.4458333333333,357.7125,0.0128252352275559,0.0090428885447571,83.75,0.822657490735839,645.25,0.3758162031438936,2018,4,2018_04,N_2,Dfa,1
United States,Nebraska,Planting,2018,2018-04-07,29,0,0,1,0,28,29,0,0,22,6,1,,,,,,,,,,,,,,,,,,2018,4,2018_04,N_2,Dfa,1
United States,Nebraska,Planting,2018,2018-04-08,29,0,0,29,0,0,29,0,0,11,17,1,,,,,,,,,,,,,,,,,,2018,4,2018_04,N_2,Dfa,1
United States,Nebraska,Planting,2018,2018-04-09,29,0,0,17,12,0,29,0,0,12,16,1,390.75,399.0,490.75,1047.0,0.0057915057915058,0.0057747994938841,8.25,1.021113243761996,382.025,370.14166666666665,358.02916666666664,0.0127494886295137,0.009053942612193,100.0,0.7962302598064187,656.25,0.3732091690544412,2018,4,2018_04,N_2,Dfa,1
United States,Nebraska,Planting,2018,2018-04-10,29,0,0,2,23,4,29,0,0,9,19,1,389.25,397.75,492.0,1050.0,-0.0038387715930902,-0.0038461585874784,8.5,1.0218368657675017,382.275,370.81666666666666,358.3520833333333,0.0127842910915172,0.0090783230739361,102.75,0.7911585365853658,660.75,0.3707142857142857,2018,4,2018_04,N_2,Dfa,1
United States,Nebraska,Planting,2018,2018-04-11,29,0,0,29,0,0,29,0,0,6,22,1,387.0,395.75,487.25,1047.75,-0.0057803468208093,-0.0057971176843256,8.75,1.022609819121447,382.35,371.49583333333334,358.66041666666666,0.0128496266135681,0.0090566340632398,100.25,0.7942534633145203,660.75,0.3693629205440229,2018,4,2018_04,N_2,Dfa,1
United States,Nebraska,Planting,2018,2018-04-12,29,0,0,28,1,0,29,0,0,2,26,1,388.75,397.25,481.0,1060.75,0.0045219638242894,0.0045117704636616,8.5,1.0218649517684888,382.35,372.17083333333335,358.99583333333334,0.0127483318862891,0.0090489710291834,92.25,0.8082120582120582,672.0,0.3664859769031345,2018,4,2018_04,N_2,Dfa,1
United States,Nebraska,Planting,2018,2018-04-13,29,0,0,16,6,7,29,0,0,3,25,1,386.25,394.5,472.5,1054.25,-0.0064308681672026,-0.006451635281488,8.25,1.021359223300971,382.325,372.725,359.30625,0.0127792623465582,0.0089773972892611,86.25,0.8174603174603174,668.0,0.3663741996680104,2018,4,2018_04,N_2,Dfa,1
United States,Nebraska,Planting,2018,2018-04-14,29,0,0,25,4,0,29,0,0,0,28,1,,,,,,,,,,,,,,,,,,2018,4,2018_04,N_2,Dfa,1
United States,Nebraska,Planting,2018,2018-04-15,29,0,0,6,17,6,29,0,0,6,22,1,,,,,,,,,,,,,,,,,,2018,4,2018_04,N_2,Dfa,1
United States,Nebraska,Planting,2018,2018-04-16,29,0,0,23,5,1,29,0,0,5,23,1,382.5,391.0,462.25,1042.0,-0.0097087378640776,-0.0097561749453651,8.5,1.022222222222222,382.3125,373.2416666666667,359.62291666666664,0.0127529897253848,0.0090643234526545,79.75,0.8274743104380746,659.5,0.3670825335892514,2018,4,2018_04,N_2,Dfa,1
United States,Nebraska,Planting,2018,2018-04-17,29,0,0,28,0,1,29,0,0,2,23,4,380.25,389.25,466.25,1046.0,-0.0058823529411764,-0.0058997221271885,9.0,1.0236686390532543,382.575,373.70416666666665,359.8645833333333,0.0119277900641727,0.0091114561674033,86.0,0.8155495978552278,665.75,0.3635277246653919,2018,4,2018_04,N_2,Dfa,1
United States,Nebraska,Planting,2018,2018-04-18,29,0,0,29,0,0,29,0,0,8,20,1,383.0,391.75,475.25,1041.75,0.0072320841551611,0.0072060580412438,8.75,1.022845953002611,383.0,374.22083333333336,360.1166666666667,0.0120021338008306,0.0091360503534786,92.25,0.8058916359810626,658.75,0.3676505879529637,2018,4,2018_04,N_2,Dfa,1
United States,Nebraska,Planting,2018,2018-04-19,29,0,0,15,14,0,29,0,0,18,10,1,382.0,391.0,476.75,1037.25,-0.0026109660574412,-0.0026143805740703,9.0,1.023560209424084,383.35,374.73333333333335,360.375,0.0120320266293611,0.0091394492275448,94.75,0.8012585212375459,655.25,0.3682815136177392,2018,4,2018_04,N_2,Dfa,1
United States,Nebraska,Planting,2018,2018-04-20,29,0,0,27,0,2,29,0,0,19,10,0,376.5,385.5,463.25,1028.75,-0.0143979057591623,-0.0145025613666271,9.0,1.0239043824701195,383.375,375.06666666666666,360.59166666666664,0.0125029350381213,0.0091894639917654,86.75,0.8127361036157582,652.25,0.3659781287970838,2018,4,2018_04,N_2,Dfa,1
United States,Nebraska,Planting,2018,2018-04-21,29,0,0,29,0,0,29,0,0,15,13,1,,,,,,,,,,,,,,,,,,2018,4,2018_04,N_2,Dfa,1
United States,Nebraska,Planting,2018,2018-04-22,29,0,0,19,10,0,29,0,0,10,19,0,,,,,,,,,,,,,,,,,,2018,4,2018_04,N_2,Dfa,1
United States,Nebraska,Planting,2018,2018-04-23,29,0,0,19,10,0,29,0,0,8,19,2,378.5,387.5,461.5,1020.75,0.0053120849933598,0.0052980256375549,9.0,1.023778071334214,383.4375,375.45416666666665,360.83958333333334,0.0125374325768878,0.0091874796060682,83.0,0.8201516793066089,642.25,0.3708057800636786,2018,4,2018_04,N_2,Dfa,1
United States,Nebraska,Planting,2018,2018-04-24,29,0,0,29,0,0,29,0,0,18,10,1,381.25,390.0,472.5,1022.25,0.0072655217965653,0.0072392550441184,8.75,1.022950819672131,383.8,375.8666666666667,361.11041666666665,0.0124497308022422,0.0092168960267765,91.25,0.8068783068783069,641.0,0.3729518219613597,2018,4,2018_04,N_2,Dfa,1
United States,Nebraska,Planting,2018,2018-04-25,29,0,0,26,3,0,29,0,0,11,17,1,386.5,395.75,486.25,1027.5,0.0137704918032786,0.0136765401058553,9.25,1.0239327296248384,384.425,376.32916666666665,361.45,0.0127663395172317,0.0093370663857256,99.75,0.7948586118251928,641.0,0.3761557177615571,2018,4,2018_04,N_2,Dfa,1
United States,Nebraska,Planting,2018,2018-04-26,29,0,0,29,0,0,29,0,0,9,19,1,386.0,395.25,480.75,1028.0,-0.001293661060802,-0.0012944985626459,9.25,1.0239637305699485,385.05,376.7375,361.76458333333335,0.0127657979498208,0.0093048838568723,94.75,0.8029121164846594,642.0,0.3754863813229572,2018,4,2018_04,N_2,Dfa,1
United States,Nebraska,Planting,2018,2018-04-27,29,0,0,25,4,0,29,0,0,6,22,1,389.5,398.5,495.5,1045.0,0.0090673575129534,0.0090264958459718,9.0,1.0231065468549423,385.1375,377.20416666666665,362.08958333333334,0.009681575529208,0.0093595958177779,106.0,0.786074672048436,655.5,0.3727272727272727,2018,4,2018_04,N_2,Dfa,1
United States,Nebraska,Planting,2018,2018-04-28,29,0,0,21,8,0,29,0,0,12,16,1,,,,,,,,,,,,,,,,,,2018,4,2018_04,N_2,Dfa,1
United States,Nebraska,Planting,2018,2018-04-29,29,0,0,29,0,0,29,0,0,15,13,1,,,,,,,,,,,,,,,,,,2018,4,2018_04,N_2,Dfa,1
